lat,lon,temp_c,basement
37.7534,-118.526,256.6,
40.7616,-120.7225,256.4,
41.0123,-120.7225,256.3,
41.5763,-118.1141,256.3,
43.5818,-113.9956,256.3,
43.1431,-113.8583,256.3,
44.0831,-110.9754,256.2,
38.3801,-118.8005,256.2,
43.0177,-113.5838,256.2,
40.4482,-121.4089,256.1,
38.1921,-118.6633,256.1,
39.8215,-119.2124,255.9,
44.0205,-110.8381,255.9,
33.6172,-107.2687,255.9,
34.3692,-116.604,255.8,
44.1458,-111.1127,255.8,
41.075,-123.88,255.8,
38.3174,-118.9378,255.7,
40.9496,-123.6055,255.7,
41.5136,-121.2717,255.6,
39.5709,-122.5072,255.4,
42.8297,-122.5072,255.4,
36.0613,-116.7413,255.4,
44.3338,-111.7991,255.3,
37.252,-117.4277,255.3,
39.3202,-122.5072,255.2,
41.8897,-120.448,255.2,
47.2167,-123.3309,255.1,
44.8352,-110.4263,255.1,
38.5681,-122.2326,255.1,
41.1376,-121.8208,255.1,
43.3938,-114.9566,255.1,
42.0777,-118.1141,255.0,
44.0831,-111.25,254.9,
41.1376,-123.1936,254.8,
43.0177,-115.2312,254.8,
41.1376,-121.2717,254.7,
43.1431,-115.5057,254.7,
44.3965,-111.1127,254.7,
34.5572,-115.9176,254.4,
43.3311,-114.8193,254.3,
41.3883,-122.6445,254.2,
40.8869,-120.448,254.2,
43.7698,-112.7601,254.2,
43.0804,-113.7211,254.2,
37.252,-114.682,254.1,
42.9551,-113.4465,254.1,
39.9469,-123.88,254.1,
40.7616,-122.6445,254.1,
40.9496,-122.5072,254.1,
37.4401,-122.5072,254.0,
42.6417,-118.526,254.0,
39.6335,-113.0346,254.0,
44.2085,-111.25,254.0,
42.1404,-118.8005,253.8,
39.5709,-122.7818,253.7,
43.0804,-120.8598,253.7,
38.2548,-118.8005,253.7,
39.6335,-123.4682,253.4,
38.4428,-122.7818,253.4,
42.4537,-117.8396,253.4,
35.748,-116.604,253.4,
44.3338,-110.9754,253.3,
42.6417,-122.3699,253.3,
41.8897,-118.8005,253.3,
39.6335,-122.6445,253.2,
42.6417,-122.6445,253.2,
38.7561,-119.3497,253.1,
42.9551,-116.4667,253.1,
44.7725,-111.6618,253.1,
44.7099,-110.9754,253.1,
40.8243,-121.4089,252.9,
41.639,-118.526,252.9,
41.075,-122.7818,252.8,
40.6363,-121.2717,252.8,
41.7643,-118.2514,252.8,
43.2684,-114.1329,252.8,
41.3256,-123.6055,252.7,
37.4401,-118.3887,252.7,
43.8325,-111.5245,252.7,
43.9578,-112.0737,252.7,
35.8733,-117.7023,252.6,
37.8161,-118.1141,252.6,
44.6472,-110.5635,252.5,
39.5709,-112.6228,252.4,
43.1431,-115.2312,252.4,
40.8243,-121.9581,252.3,
43.7698,-122.3699,252.2,
43.3938,-120.448,252.2,
43.7071,-113.9956,252.2,
38.9442,-105.4841,252.2,
40.5736,-121.6835,252.2,
46.59,-123.88,251.9,
43.0804,-113.9956,251.9,
37.252,-118.2514,251.8,
44.3338,-111.25,251.8,
39.8842,-122.6445,251.8,
43.5191,-120.7225,251.7,
42.3284,-117.8396,251.7,
39.3828,-123.1936,251.7,
41.451,-119.487,251.6,
38.5055,-119.0751,251.6,
39.0068,-123.1936,251.5,
38.5681,-123.0563,251.5,
37.3147,-115.9176,251.5,
41.2003,-118.6633,251.4,
41.5136,-121.8208,251.4,
35.5599,-121.1344,251.4,
35.8106,-106.3078,251.4,
41.263,-122.9191,251.3,
40.5109,-120.7225,251.3,
43.2684,-111.9364,251.3,
43.7071,-122.2326,251.2,
37.6907,-118.6633,251.2,
34.2439,-116.3294,251.2,
35.9986,-106.445,251.2,
38.1294,-114.1329,251.1,
43.4564,-120.8598,251.1,
43.2058,-120.3107,250.9,
36.9387,-121.4089,250.8,
37.1267,-121.5462,250.7,
42.015,-118.8005,250.7,
39.2575,-123.4682,250.7,
40.0096,-122.6445,250.7,
40.3229,-123.88,250.6,
42.9551,-123.88,250.6,
40.7616,-123.4682,250.6,
43.3938,-111.9364,250.6,
35.8106,-116.4667,250.4,
39.5709,-123.0563,250.3,
40.5109,-121.5462,250.3,
41.3883,-119.0751,250.3,
34.1812,-115.9176,250.3,
42.9551,-122.7818,250.2,
37.1267,-117.7023,250.2,
