lat,lon,temp_c,basement
40.1976,-120.3107,240.1,
41.451,-118.1141,240.1,
44.2085,-112.0737,240.1,
43.3938,-122.6445,240.0,
38.5681,-118.3887,240.0,
33.7425,-115.7803,240.0,
43.3938,-114.4075,240.0,
44.7099,-111.5245,240.0,
46.0259,-124.0173,239.9,
42.391,-123.4682,239.9,
42.6417,-121.2717,239.9,
43.6444,-119.0751,239.9,
39.4455,-113.1719,239.9,
41.451,-122.2326,239.9,
42.579,-117.8396,239.9,
33.0531,-115.3685,239.9,
43.5818,-110.7008,239.9,
44.2712,-110.289,239.9,
41.263,-119.3497,239.8,
42.0777,-118.9378,239.8,
42.579,-116.7413,239.8,
34.1812,-116.1922,239.8,
33.4918,-115.7803,239.8,
43.7071,-110.7008,239.8,
46.778,-124.0173,239.8,
48.0314,-122.9191,239.8,
41.3256,-122.2326,239.8,
43.0804,-118.9378,239.8,
41.9523,-117.565,239.8,
43.6444,-111.1127,239.8,
41.639,-123.4682,239.7,
38.8815,-121.8208,239.7,
40.9496,-123.88,239.7,
37.6907,-118.1141,239.7,
35.6226,-116.604,239.7,
43.8325,-111.25,239.6,
40.3856,-123.4682,239.6,
42.3284,-122.5072,239.6,
39.2575,-119.8988,239.6,
39.8842,-118.2514,239.6,
33.3038,-116.1922,239.6,
44.1458,-111.3872,239.6,
41.639,-124.0173,239.5,
34.0558,-106.8569,239.5,
36.4373,-121.4089,239.4,
39.3202,-112.6228,239.4,
39.2575,-106.9942,239.4,
43.2058,-122.7818,239.4,
39.5082,-113.0346,239.4,
40.6363,-120.448,239.3,
43.7698,-111.1127,239.3,
34.1812,-107.6806,239.3,
41.2003,-120.3107,239.2,
41.9523,-114.8193,239.2,
33.8052,-107.6806,239.2,
41.827,-122.5072,239.2,
40.1976,-118.3887,239.2,
38.5681,-119.2124,239.1,
43.9578,-113.1719,239.1,
36.2493,-106.1705,239.1,
40.8869,-124.0173,239.1,
41.3883,-119.3497,239.1,
38.6935,-119.2124,239.1,
37.9414,-116.7413,239.1,
44.9605,-110.7008,239.1,
44.5218,-110.0144,239.1,
42.7044,-121.4089,239.0,
41.7643,-120.448,239.0,
45.2112,-110.4263,239.0,
40.0722,-122.7818,238.9,
44.4592,-121.6835,238.9,
39.5709,-119.7615,238.9,
43.1431,-119.0751,238.9,
42.4537,-115.9176,238.9,
41.3883,-119.8988,238.9,
42.5164,-118.526,238.9,
35.936,-116.7413,238.9,
37.8161,-116.7413,238.9,
40.0722,-123.6055,238.8,
41.7643,-122.0954,238.8,
38.5055,-111.9364,238.8,
35.8733,-106.7196,238.8,
39.0695,-119.7615,238.8,
40.6989,-121.1344,238.7,
32.7398,-115.2312,238.7,
44.0205,-111.6618,238.7,
37.064,-117.565,238.7,
43.7071,-113.4465,238.7,
41.5763,-118.9378,238.6,
44.7725,-111.1127,238.6,
41.3256,-123.88,238.5,
42.4537,-122.5072,238.5,
41.263,-118.2514,238.5,
37.3774,-121.8208,238.4,
42.7044,-119.2124,238.4,
32.9904,-115.2312,238.4,
43.0177,-113.8583,238.4,
37.1267,-116.8786,238.4,
33.8052,-116.4667,238.3,
43.8951,-111.1127,238.3,
42.6417,-117.4277,238.3,
36.312,-116.7413,238.3,
43.6444,-113.8583,238.3,
41.8897,-120.1734,238.2,
40.6989,-123.6055,238.2,
42.7044,-121.1344,238.2,
39.5082,-118.8005,238.2,
43.2058,-111.7991,238.2,
43.4564,-111.7991,238.2,
43.7698,-110.5635,238.2,
41.5763,-120.8598,238.1,
33.6172,-115.2312,238.1,
44.3338,-110.1517,238.1,
40.6363,-122.9191,238.1,
40.8243,-121.1344,238.1,
35.8106,-117.8396,238.1,
38.3174,-113.7211,238.1,
42.2657,-122.0954,238.0,
34.1185,-116.0549,238.0,
48.7834,-121.5462,237.9,
39.6335,-113.3092,237.9,
37.1267,-122.0954,237.8,
41.8897,-122.3699,237.8,
33.1158,-115.5057,237.8,
44.0831,-112.0737,237.8,
44.1458,-111.9364,237.8,
44.5845,-110.1517,237.8,
42.3284,-118.9378,237.7,
33.3665,-107.5433,237.7,
36.8134,-117.565,237.7,
37.252,-116.604,237.7,
33.6798,-115.9176,237.7,
35.1212,-115.5057,237.7,
43.7071,-111.25,237.7,
42.8924,-122.9191,237.6,
39.9469,-122.5072,237.6,
40.6363,-118.2514,237.6,
38.3801,-111.9364,237.6,
40.1976,-123.88,237.5,
42.5164,-122.6445,237.5,
41.7017,-122.5072,237.5,
43.2058,-121.1344,237.5,
41.2003,-120.8598,237.5,
42.4537,-118.3887,237.5,
39.0695,-106.3078,237.5,
40.3229,-120.3107,237.4,
38.8815,-122.0954,237.4,
41.1376,-122.0954,237.4,
43.4564,-120.3107,237.4,
38.3801,-116.604,237.4,
39.4455,-112.6228,237.4,
39.8215,-112.6228,237.4,
33.4291,-107.406,237.4,
40.8869,-120.1734,237.3,
36.3747,-121.8208,237.2,
39.5709,-118.9378,237.2,
41.8897,-117.7023,237.2,
44.4592,-109.8771,237.2,
41.075,-122.2326,237.1,
42.7044,-120.8598,237.1,
33.0531,-115.643,237.1,
43.0804,-115.643,237.1,
33.9932,-107.2687,237.1,
38.3801,-122.9191,237.1,
39.7589,-119.6243,237.1,
32.6144,-115.2312,237.1,
41.827,-114.8193,237.1,
43.5191,-111.6618,237.1,
39.5709,-119.2124,237.0,
39.6335,-118.8005,236.9,
32.8651,-115.5057,236.9,
42.7044,-122.7818,236.8,
40.6989,-122.5072,236.8,
42.8297,-119.2124,236.8,
43.2684,-120.7225,236.8,
33.5545,-115.3685,236.8,
38.6935,-121.9581,236.7,
42.391,-116.0549,236.7,
42.7044,-117.565,236.7,
34.7452,-116.604,236.7,
32.8024,-114.8193,236.7,
33.7425,-107.5433,236.7,
43.0177,-122.9191,236.6,
43.7071,-122.7818,236.6,
41.075,-122.5072,236.6,
41.639,-120.7225,236.6,
42.7044,-120.0361,236.6,
37.252,-121.5462,236.6,
41.263,-119.8988,236.6,
37.3774,-117.9768,236.6,
42.2657,-117.7023,236.6,
45.1485,-110.8381,236.6,
39.7589,-122.6445,236.5,
41.5136,-120.1734,236.5,
41.827,-120.0361,236.5,
41.9523,-117.8396,236.5,
35.4973,-117.4277,236.5,
32.9278,-115.3685,236.5,
37.6907,-114.2702,236.5,
44.4592,-110.1517,236.5,
39.0068,-106.7196,236.5,
43.2684,-124.0173,236.4,
45.1485,-124.0173,236.4,
34.1185,-107.5433,236.4,
45.5872,-123.6055,236.4,
39.4455,-118.6633,236.4,
41.827,-115.0939,236.4,
38.3174,-113.9956,236.4,
40.6989,-120.3107,236.3,
43.2058,-118.9378,236.3,
32.8024,-115.0939,236.3,
43.7071,-113.1719,236.3,
32.4891,-106.445,236.3,
37.9414,-118.3887,236.2,
43.0804,-122.5072,236.2,
39.6335,-119.8988,236.2,
36.876,-113.8583,236.2,
40.3856,-122.6445,236.1,
38.5055,-122.0954,236.1,
37.6281,-116.8786,236.1,
45.9006,-124.0173,236.1,
42.7671,-123.1936,236.0,
37.3774,-116.8786,236.0,
32.6144,-114.682,236.0,
35.6226,-106.7196,236.0,
43.0177,-118.8005,235.9,
44.0205,-117.4277,235.9,
42.391,-122.3699,235.9,
40.5736,-121.1344,235.9,
41.8897,-120.7225,235.9,
36.688,-117.565,235.9,
35.6226,-117.4277,235.9,
43.4564,-115.0939,235.9,
46.59,-123.6055,235.8,
40.5109,-122.9191,235.8,
42.1404,-119.0751,235.8,
33.8678,-116.0549,235.8,
42.5164,-116.0549,235.8,
40.6363,-124.0173,235.8,
47.0287,-123.4682,235.8,
40.3229,-121.1344,235.8,
32.6771,-115.3685,235.8,
43.2058,-122.5072,235.7,
42.5164,-120.1734,235.7,
38.6935,-118.9378,235.7,
40.8869,-116.8786,235.7,
37.7534,-114.682,235.7,
43.5818,-114.2702,235.7,
43.0177,-122.6445,235.7,
43.3311,-117.8396,235.7,
35.3093,-115.9176,235.7,
41.9523,-119.487,235.6,
37.6281,-115.7803,235.6,
43.6444,-110.5635,235.6,
40.5736,-123.6055,235.6,
43.6444,-118.8005,235.6,
37.7534,-116.604,235.6,
40.8869,-122.9191,235.4,
42.9551,-122.5072,235.4,
43.3311,-120.3107,235.4,
42.8924,-115.5057,235.4,
37.5654,-114.8193,235.4,
44.1458,-112.2109,235.4,
43.8325,-112.0737,235.4,
35.8733,-106.1705,235.4,
36.124,-106.1705,235.4,
37.3147,-121.9581,235.4,
34.1185,-107.2687,235.4,
39.8842,-119.0751,235.3,
42.6417,-119.0751,235.3,
38.8188,-116.1922,235.3,
42.579,-119.7615,235.3,
37.6907,-116.4667,235.3,
33.3665,-115.7803,235.3,
41.9523,-115.643,235.3,
36.124,-106.445,235.3,
41.3883,-118.2514,235.2,
33.7425,-106.445,235.2,
41.9523,-122.5072,235.2,
44.1458,-120.448,235.2,
33.2411,-115.7803,235.1,
33.8052,-106.8569,235.1,
37.6281,-116.604,235.1,
41.7017,-115.0939,235.1,
45.5246,-124.0173,235.0,
43.5818,-123.3309,235.0,
42.7044,-115.9176,235.0,
39.5082,-113.3092,235.0,
41.5763,-123.6055,234.9,
38.8188,-121.9581,234.9,
41.5136,-120.7225,234.9,
41.5136,-117.4277,234.9,
34.1185,-115.7803,234.9,
43.8325,-115.0939,234.9,
44.3965,-111.6618,234.9,
43.9578,-111.5245,234.9,
42.579,-123.88,234.9,
41.1376,-119.8988,234.9,
38.4428,-113.7211,234.9,
47.6554,-122.9191,234.8,
41.2003,-122.7818,234.8,
38.8188,-116.7413,234.8,
48.1567,-123.1936,234.8,
38.8815,-119.6243,234.8,
39.7589,-118.8005,234.8,
42.4537,-118.1141,234.8,
42.8924,-116.8786,234.8,
35.2466,-116.3294,234.8,
39.1322,-119.6243,234.7,
41.7017,-117.8396,234.7,
42.5164,-120.448,234.7,
37.3774,-117.7023,234.7,
42.391,-118.526,234.6,
41.451,-117.8396,234.6,
33.9305,-116.4667,234.6,
44.2085,-111.7991,234.6,
41.827,-120.8598,234.6,
40.6989,-119.487,234.6,
40.1349,-123.1936,234.5,
38.6308,-119.0751,234.5,
44.8979,-124.0173,234.4,
40.8243,-120.3107,234.4,
41.639,-119.3497,234.4,
42.8924,-119.0751,234.4,
38.3174,-116.1922,234.4,
37.1267,-105.6213,234.4,
39.6962,-123.6055,234.4,
40.1976,-122.7818,234.4,
38.9442,-122.2326,234.4,
42.9551,-121.1344,234.4,
42.4537,-118.6633,234.4,
41.5763,-117.8396,234.4,
46.0259,-123.7428,234.3,
41.639,-122.6445,234.3,
39.5709,-118.3887,234.3,
35.1212,-116.0549,234.3,
41.0123,-123.1936,234.3,
42.8924,-120.1734,234.3,
40.3856,-122.9191,234.2,
41.7643,-122.3699,234.2,
41.3883,-120.7225,234.2,
39.3828,-118.2514,234.2,
43.9578,-110.9754,234.2,
32.9904,-115.5057,234.2,
36.2493,-121.5462,234.1,
43.7071,-120.3107,234.1,
40.7616,-119.0751,234.1,
32.9904,-116.3294,234.1,
41.5763,-117.565,234.1,
37.4401,-115.9176,234.1,
42.015,-114.4075,234.1,
41.3256,-118.9378,234.0,
44.0831,-112.6228,234.0,
40.3856,-119.0751,233.9,
41.263,-118.8005,233.9,
41.3256,-118.1141,233.9,
40.9496,-118.9378,233.9,
44.2085,-117.565,233.9,
44.8979,-110.8381,233.9,
44.2712,-110.0144,233.9,
40.5109,-123.1936,233.8,
43.1431,-119.8988,233.8,
41.0123,-119.6243,233.8,
34.0558,-116.1922,233.8,
38.0041,-113.5838,233.8,
38.8188,-119.2124,233.8,
42.3284,-123.6055,233.7,
43.3311,-122.5072,233.7,
40.7616,-121.8208,233.7,
44.7725,-121.5462,233.7,
42.7671,-119.0751,233.7,
43.3311,-111.5245,233.7,
43.2058,-123.88,233.6,
33.4918,-107.2687,233.6,
38.9442,-119.7615,233.6,
43.0177,-124.0173,233.5,
41.263,-123.1936,233.5,
41.5763,-120.0361,233.5,
35.5599,-117.565,233.5,
41.0123,-119.8988,233.4,
39.5709,-119.487,233.4,
42.5164,-117.4277,233.4,
44.2085,-112.6228,233.4,
42.7044,-117.8396,233.4,
37.4401,-122.2326,233.3,
38.8815,-116.0549,233.3,
34.2439,-115.7803,233.3,
43.5818,-122.7818,233.2,
37.064,-121.9581,233.2,
38.5681,-119.487,233.2,
39.6962,-118.9378,233.2,
41.7643,-115.2312,233.2,
41.0123,-122.9191,233.2,
39.6962,-122.5072,233.2,
44.7725,-122.3699,233.2,
36.5,-116.604,233.1,
42.579,-115.9176,233.1,
33.4918,-106.9942,233.1,
38.1294,-122.9191,233.0,
39.4455,-118.9378,233.0,
33.5545,-116.1922,233.0,
33.6798,-115.3685,233.0,
41.2003,-123.88,232.9,
42.4537,-120.3107,232.9,
42.4537,-118.9378,232.9,
42.1404,-123.4682,232.8,
42.6417,-122.0954,232.8,
36.8134,-116.7413,232.8,
44.0205,-112.7601,232.8,
44.8979,-111.6618,232.8,
44.5845,-121.9581,232.8,
36.4373,-118.1141,232.8,
40.8243,-117.8396,232.8,
33.2411,-115.5057,232.8,
39.1948,-113.4465,232.8,
34.1812,-107.1315,232.8,
45.1485,-121.5462,232.7,
42.2657,-118.526,232.7,
36.876,-116.8786,232.7,
43.2058,-120.0361,232.7,
34.8079,-116.4667,232.7,
35.2466,-115.7803,232.7,
37.9414,-113.7211,232.7,
42.579,-122.7818,232.6,
41.5136,-119.8988,232.6,
42.6417,-119.6243,232.6,
36.876,-121.2717,232.6,
35.6853,-117.565,232.6,
40.8243,-121.6835,232.5,
33.9932,-106.7196,232.5,
40.3856,-122.3699,232.4,
37.3147,-121.4089,232.4,
33.0531,-115.9176,232.4,
43.3938,-111.1127,232.4,
42.391,-118.8005,232.3,
39.2575,-119.6243,232.2,
38.1294,-117.4277,232.2,
33.7425,-106.7196,232.2,
41.7017,-122.7818,232.2,
43.8951,-114.4075,232.2,
41.827,-120.3107,232.1,
40.3856,-119.8988,232.1,
35.3093,-117.565,232.1,
34.0558,-107.6806,232.1,
38.6935,-104.9349,232.1,
40.6989,-117.8396,232.1,
32.4891,-114.682,232.1,
38.7561,-106.1705,232.1,
42.7044,-123.6055,232.0,
37.0014,-121.8208,232.0,
41.3256,-118.6633,232.0,
33.9932,-116.0549,232.0,
42.4537,-113.1719,231.9,
43.5818,-119.7615,231.9,
32.7398,-114.9566,231.9,
44.5845,-112.0737,231.9,
40.0722,-121.1344,231.8,
42.4537,-120.8598,231.8,
38.3174,-118.1141,231.8,
33.4291,-106.3078,231.8,
41.5136,-118.526,231.7,
41.639,-118.2514,231.7,
42.8924,-118.2514,231.7,
41.3883,-117.7023,231.7,
34.6199,-116.0549,231.7,
39.6962,-120.0361,231.7,
41.3256,-119.2124,231.7,
37.4401,-116.7413,231.7,
42.5164,-115.7803,231.7,
44.0831,-111.7991,231.7,
35.748,-106.445,231.7,
40.3856,-121.2717,231.6,
41.075,-118.6633,231.6,
33.5545,-107.6806,231.6,
41.9523,-119.7615,231.6,
39.6962,-119.2124,231.6,
35.748,-117.7023,231.6,
38.0041,-116.604,231.6,
38.4428,-118.9378,231.5,
37.6907,-117.8396,231.5,
36.124,-117.4277,231.5,
33.3038,-115.0939,231.5,
32.8651,-115.2312,231.4,
32.8651,-114.9566,231.4,
43.2684,-122.9191,231.4,
37.064,-121.6835,231.4,
40.8869,-119.0751,231.4,
40.0096,-124.0173,231.3,
41.1376,-120.7225,231.3,
40.5736,-123.88,231.3,
40.6363,-122.0954,231.3,
37.3774,-122.0954,231.2,
41.8897,-119.6243,231.2,
34.4319,-115.9176,231.2,
37.4401,-113.1719,231.2,
44.6472,-111.9364,231.2,
37.1267,-121.2717,231.2,
39.7589,-119.8988,231.2,
45.3992,-124.0173,231.1,
40.4482,-122.7818,231.1,
39.8842,-119.8988,231.1,
42.9551,-118.6633,231.1,
43.5818,-115.0939,231.1,
41.7017,-114.8193,231.1,
40.8869,-117.7023,231.1,
38.6935,-116.7413,231.1,
37.8788,-116.0549,231.1,
33.1158,-115.7803,231.1,
47.0913,-123.88,231.0,
47.4047,-123.7428,231.0,
42.8297,-116.1922,231.0,
43.7698,-120.7225,230.9,
41.8897,-119.0751,230.9,
38.6935,-118.6633,230.9,
45.3992,-123.1936,230.8,
40.9496,-119.7615,230.8,
37.9414,-119.2124,230.8,
38.7561,-119.0751,230.8,
43.3311,-111.25,230.8,
46.5273,-124.0173,230.8,
40.8243,-123.6055,230.8,
40.3229,-122.7818,230.8,
40.5736,-122.2326,230.8,
41.7017,-118.3887,230.8,
44.7099,-115.0939,230.8,
41.3256,-112.0737,230.8,
38.4428,-111.7991,230.8,
36.2493,-106.445,230.8,
40.4482,-121.6835,230.7,
41.5763,-118.3887,230.7,
40.5736,-116.7413,230.7,
38.1294,-116.604,230.7,
42.7044,-116.1922,230.7,
43.0177,-123.1936,230.7,
40.1976,-121.1344,230.7,
40.4482,-118.6633,230.7,
38.0668,-117.565,230.7,
37.4401,-121.9581,230.6,
40.3856,-118.2514,230.6,
35.8733,-116.8786,230.6,
33.1158,-115.2312,230.6,
40.2602,-122.6445,230.6,
43.1431,-122.6445,230.6,
44.5845,-121.6835,230.6,
38.0041,-122.9191,230.5,
39.0068,-118.8005,230.5,
40.7616,-117.7023,230.5,
42.203,-116.4667,230.5,
33.8052,-116.1922,230.5,
36.9387,-121.9581,230.4,
42.5164,-117.7023,230.4,
43.0177,-118.2514,230.4,
43.8951,-113.8583,230.4,
40.6363,-121.5462,230.3,
42.8297,-120.3107,230.3,
39.7589,-119.3497,230.3,
39.2575,-118.526,230.3,
42.7044,-118.1141,230.3,
42.0777,-114.8193,230.3,
34.0558,-107.406,230.3,
44.4592,-112.0737,230.3,
35.9986,-106.1705,230.3,
42.7044,-119.7615,230.2,
43.2684,-115.5057,230.2,
33.9305,-107.406,230.2,
40.6989,-121.9581,230.2,
40.2602,-120.1734,230.2,
32.9278,-115.0939,230.2,
46.8407,-123.88,230.1,
40.3229,-123.6055,230.1,
43.8951,-117.4277,230.1,
39.6335,-106.7196,230.1,
40.1349,-122.6445,230.1,
40.6989,-122.2326,230.1,
41.8897,-114.682,230.1,
43.5191,-111.3872,230.1,
45.5872,-123.88,230.0,
41.5136,-115.2312,230.0,
44.4592,-111.5245,230.0,
43.5818,-116.1922,229.9,
42.015,-114.9566,229.9,
44.0831,-121.9581,229.9,
43.2684,-119.8988,229.9,
39.0068,-119.6243,229.9,
42.203,-118.1141,229.9,
44.1458,-111.6618,229.9,
36.312,-106.0332,229.9,
42.8924,-123.4682,229.8,
42.7671,-119.6243,229.8,
41.9523,-116.1922,229.8,
37.3147,-115.0939,229.8,
37.6907,-114.8193,229.8,
33.3665,-107.2687,229.8,
40.4482,-121.1344,229.7,
39.3202,-119.487,229.7,
40.8869,-117.4277,229.7,
33.8052,-115.9176,229.7,
43.4564,-114.8193,229.7,
39.5709,-118.6633,229.7,
35.3719,-116.3294,229.7,
33.4918,-107.5433,229.7,
38.5681,-106.0332,229.7,
42.8297,-123.6055,229.6,
43.1431,-118.526,229.6,
34.1185,-106.7196,229.6,
48.0941,-123.3309,229.6,
41.7643,-123.1936,229.6,
43.1431,-120.1734,229.6,
38.4428,-119.487,229.6,
41.263,-120.448,229.5,
43.0177,-119.0751,229.5,
39.6335,-123.1936,229.4,
44.0831,-122.7818,229.4,
42.6417,-115.7803,229.4,
37.4401,-115.643,229.4,
44.3965,-112.2109,229.4,
40.5736,-122.5072,229.3,
40.3229,-118.9378,229.3,
33.2411,-116.3294,229.3,
39.7589,-113.0346,229.3,
43.0177,-120.1734,229.3,
37.5654,-116.1922,229.3,
33.8052,-106.3078,229.3,
39.9469,-123.6055,229.2,
44.6472,-123.1936,229.2,
41.827,-122.7818,229.2,
39.0068,-119.3497,229.2,
42.1404,-118.2514,229.2,
43.3938,-117.7023,229.2,
39.4455,-123.6055,229.2,
40.3856,-121.8208,229.2,
43.8325,-120.3107,229.2,
34.0558,-115.9176,229.2,
40.4482,-123.6055,229.1,
41.639,-117.7023,229.1,
42.015,-117.4277,229.1,
34.3692,-115.7803,229.1,
33.4918,-115.2312,229.1,
40.0722,-122.5072,229.1,
40.0096,-120.1734,229.1,
41.075,-119.7615,229.1,
37.5027,-118.2514,229.1,
41.2003,-118.1141,229.1,
38.7561,-117.4277,229.1,
33.4291,-115.9176,229.1,
48.2821,-121.5462,229.0,
36.2493,-117.7023,229.0,
38.2548,-111.9364,229.0,
36.5627,-120.8598,228.9,
40.9496,-120.8598,228.9,
32.6144,-115.5057,228.9,
42.5164,-122.9191,228.9,
42.7044,-122.2326,228.9,
41.075,-118.1141,228.9,
36.876,-117.7023,228.9,
33.3665,-115.5057,228.9,
33.9305,-107.1315,228.9,
40.3229,-122.5072,228.8,
36.7507,-121.2717,228.8,
37.8161,-118.6633,228.8,
35.8733,-114.682,228.8,
41.639,-114.682,228.8,
40.9496,-119.2124,228.8,
39.5082,-117.7023,228.8,
41.5136,-117.7023,228.8,
42.203,-115.9176,228.8,
43.8951,-114.682,228.8,
43.7698,-114.1329,228.8,
43.2684,-117.7023,228.7,
41.451,-117.565,228.7,
34.4945,-115.5057,228.7,
43.3938,-120.1734,228.7,
46.966,-123.88,228.6,
44.7099,-123.3309,228.6,
42.8924,-120.448,228.6,
39.6335,-119.3497,228.6,
41.1376,-123.4682,228.6,
43.0804,-120.3107,228.6,
35.0586,-116.1922,228.6,
35.2466,-116.0549,228.6,
38.1921,-112.3482,228.6,
38.4428,-112.0737,228.6,
44.4592,-111.7991,228.6,
46.4646,-123.88,228.5,
46.7153,-121.1344,228.5,
37.5654,-116.4667,228.5,
43.5191,-114.682,228.5,
33.8678,-106.445,228.5,
40.7616,-122.0954,228.4,
40.9496,-119.487,228.4,
39.3828,-118.8005,228.4,
43.5191,-116.8786,228.4,
38.5055,-116.0549,228.4,
32.6771,-114.8193,228.4,
35.6853,-106.0332,228.4,
38.8188,-119.7615,228.4,
41.263,-119.6243,228.4,
43.1431,-118.8005,228.4,
39.5082,-118.526,228.4,
39.8215,-118.3887,228.4,
44.5218,-114.1329,228.4,
36.7507,-113.8583,228.4,
42.3284,-122.7818,228.3,
40.8243,-120.0361,228.3,
42.579,-116.4667,228.3,
35.8733,-114.1329,228.3,
41.3256,-117.565,228.3,
43.8951,-114.1329,228.3,
43.7071,-120.0361,228.2,
35.3719,-116.0549,228.2,
37.6907,-112.6228,228.2,
40.1976,-120.8598,228.2,
43.8951,-120.1734,228.2,
43.0177,-119.8988,228.2,
41.3883,-119.6243,228.2,
43.7071,-118.9378,228.2,
39.1322,-118.2514,228.2,
33.3038,-115.9176,228.2,
38.3801,-106.9942,228.2,
36.6253,-117.4277,228.1,
43.9578,-113.4465,228.1,
44.5845,-111.7991,228.1,
43.6444,-120.1734,228.1,
37.5027,-117.7023,228.1,
33.4918,-116.0549,228.1,
44.3965,-113.0346,228.1,
34.3065,-107.6806,228.1,
42.2657,-123.4682,227.9,
43.3938,-123.4682,227.9,
45.0232,-123.1936,227.9,
43.2058,-111.5245,227.9,
34.1812,-107.406,227.9,
38.2548,-119.3497,227.8,
42.3284,-118.6633,227.8,
43.0804,-118.1141,227.8,
35.8106,-117.565,227.8,
45.8379,-123.6055,227.7,
42.3284,-120.3107,227.7,
42.8297,-119.487,227.7,
41.7017,-118.1141,227.7,
42.579,-118.1141,227.7,
43.7698,-116.8786,227.7,
43.4564,-116.1922,227.7,
33.3665,-115.2312,227.7,
43.8325,-113.1719,227.7,
39.1322,-113.0346,227.7,
43.7698,-113.0346,227.7,
